Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:ID de Adjudicación,Entrega compilada:Contratos:Título del contrato,Entrega compilada:Contratos:Descripción del contrato,Entrega compilada:Contratos:Periodo:Fecha de inicio,Entrega compilada:Contratos:Periodo:Fecha de fin,Entrega compilada:Contratos:Periodo:Duración (días),Entrega compilada:Contratos:Valor:Monto,Entrega compilada:Contratos:Valor:Moneda,Entrega compilada:Contratos:Valor:Nombre de Moneda,Entrega compilada:Contratos:Fecha de firma,Entrega compilada:Contratos:Implementación:Fecha de fin,Entrega compilada:Contratos:Implementación:Valor final:Monto,Entrega compilada:Contratos:Implementación:Valor final:Moneda,Entrega compilada:Contratos:Implementación:Valor final:Nombre de Moneda
ocds-dgv273-seacev3-1109493,ocds-dgv273-seacev3-1109493-2026-06-01T10:02:50.069229-05:00,2343891,1109493-1705787,CONTRATO DE GERENCIA GENERAL REGIONAL N°  57-2025-GRA-GG,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN PE-08 B PTE SANTO TOMÁS- SANTO TOMÁS- SAN SALVADOR-SAN BARTOLOMELAUMAN, DISTRITO DE SANTO TOMÁS DE LA PROVINCIA DE LUYA DEL DEPARTAMENTO DE AMAZONASCUI N° 2608274",2025-08-28T00:00:00-05:00,2028-02-14T00:00:00-05:00,900,124200000.0,PEN,Soles,2025-08-25T00:00:00-05:00,2028-02-16T00:00:00-05:00,127184790.67,PEN,Soles
ocds-dgv273-seacev3-2025-2543-92,ocds-dgv273-seacev3-2025-2543-92-2026-06-01T10:02:50.041830-05:00,2382119,1115724-20502853750,CONTRATO N° 23-2026,ADQUISICION DE MATERIAL MEDICO ESPECIALIZADO PARA EL SERVICIO DE NEUROTRAUMA Y COLUMNA DEL DEPARTAMENTO DE NEUROCIRUGIA DEL HNGAI.,2026-03-27T00:00:00-05:00,2027-03-31T00:00:00-05:00,369,710832.0,PEN,Soles,2026-02-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2543-92,ocds-dgv273-seacev3-2025-2543-92-2026-06-01T10:02:50.041830-05:00,2382117,1115724-20100962439,CONTRATO N° 24-2026,ADQUISICION DE MATERIAL MEDICO ESPECIALIZADO PARA EL SERVICIO DE NEUROTRAUMA Y COLUMNA DEL DEPARTAMENTO DE NEUROCIRUGIA DEL HNGAI.,2026-03-27T00:00:00-05:00,2027-03-31T00:00:00-05:00,369,1313760.0,PEN,Soles,2026-02-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2543-92,ocds-dgv273-seacev3-2025-2543-92-2026-06-01T10:02:50.041830-05:00,2382118,1115724-20516920123,CONTRATO N° 28-2026,ADQUISICION DE MATERIAL MEDICO ESPECIALIZADO PARA EL SERVICIO DE NEUROTRAUMA Y COLUMNA DEL DEPARTAMENTO DE NEUROCIRUGIA DEL HNGAI.,2026-03-27T00:00:00-05:00,2027-03-31T00:00:00-05:00,369,294600.0,PEN,Soles,2026-02-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1870-3,ocds-dgv273-seacev3-2025-1870-3-2026-05-31T10:14:57.147267-05:00,2325728,1106872-20409278753,001-2025-MDP,CONTRATO DE EJECUCION DE OBRA,2025-05-20T00:00:00-05:00,2025-07-20T00:00:00-05:00,61,260628.19,PEN,Soles,2025-05-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1922-123,ocds-dgv273-seacev3-2025-1922-123-2026-05-31T10:14:57.131270-05:00,2327982,1109536-20604953236,ORDEN DE SERVICIO N° 235-2025,SERVICIO DE SUSCRIPCIÓN DE LICENCIAS ZOOM PARA VIDEOCONFERENCIAS Y EVENTOS EN LÍNEA,2025-05-20T00:00:00-05:00,2026-05-20T00:00:00-05:00,365,91092.0,PEN,Soles,2025-05-16T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1110696,ocds-dgv273-seacev3-1110696-2026-05-31T10:14:48.654479-05:00,2335768,1110696-1691060,10-2025,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿CREACION DEL SERVICIO DE LABORATORIO DE GASTRONOMIA Y HOTELERIA DE LA UNIVERSIDAD NACIONAL DE FRONTERA, DISTRITO DE SULLANA, PROVINCIA DE SULLANA, DEPARTAMENTO DE PIURA¿.",2025-07-08T00:00:00-05:00,2026-07-03T00:00:00-05:00,360,19197136.81,PEN,Soles,2025-07-07T00:00:00-05:00,2026-07-30T00:00:00-05:00,20910805.43,PEN,Soles
ocds-dgv273-seacev3-2025-2543-188,ocds-dgv273-seacev3-2025-2543-188-2026-05-31T10:14:37.963090-05:00,2392639,1110921-20510930038,55-2026,LICITACIÓN PÚBLICA Nº 15-2025-ESSALUD-RPA-1 (2506L00151) ¿ADQUISICIÓN DE MATERIAL MEDICO ESPECIALIZADO PARA EL SERVICIO DE RADIOLOGÍA GENERAL E INTERVENCIONISTA DEL HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN ¿ ESSALUD¿ ¿ ITEM N° 19,2026-05-06T00:00:00-05:00,2027-05-06T00:00:00-05:00,365,351000.0,PEN,Soles,2026-04-27T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2543-188,ocds-dgv273-seacev3-2025-2543-188-2026-05-31T10:14:37.963090-05:00,2392642,1110921-20502853750,54-2026,"LICITACIÓN PÚBLICA Nº 15-2025-ESSALUD-RPA-1 (2506L00151) ¿ADQUISICIÓN DE MATERIAL MEDICO ESPECIALIZADO PARA EL SERVICIO DE RADIOLOGÍA GENERAL E INTERVENCIONISTA DEL HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN ¿ ESSALUD¿ ¿ ITEM N° 5,6 y 15",2026-05-06T00:00:00-05:00,2027-05-06T00:00:00-05:00,365,316957.44,PEN,Soles,2026-04-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1899-39,ocds-dgv273-seacev3-2025-1899-39-2026-05-31T10:14:19.002872-05:00,2331081,1112812-1678979,CONTRATO Nº 026-2025-UA-UNCP,"EJECUCIÓN DEL SALDO DE OBRA N° 02 DEL PI ¿CONSTRUCCIÓN, IMPLEMENTACIÓN Y EQUIPAMIENTO DEL PABELLÓN DE LABORATORIOS DE INVESTIGACIÓN CIENTÍFICA Y TECNOLÓGICA EN CIENCIAS AGRARIAS DE LA UNCP - SATIPO ¿ JUNÍN",2025-06-12T00:00:00-05:00,2025-10-24T00:00:00-05:00,134,4384041.42,PEN,Soles,2025-06-11T00:00:00-05:00,2025-12-10T00:00:00-05:00,4912897.48,PEN,Soles
ocds-dgv273-seacev3-2025-1852-77,ocds-dgv273-seacev3-2025-1852-77-2026-05-31T10:14:18.909516-05:00,2335445,1111106-1687518,CONTRATO N°025-2025,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN LAS LOCALIDADES DE ILABAYA, MIRAVE Y TICAPAMPA, DISTRITO DE ILABAYA, PROVINCIA DE JORGE BASADRE, DEPARTAMENTO DE TACNA (ETAPA I)",2025-07-08T00:00:00-05:00,2026-05-03T00:00:00-05:00,299,16542271.19,PEN,Soles,2025-07-07T00:00:00-05:00,,16963554.84,PEN,Soles
ocds-dgv273-seacev3-2025-2388-32,ocds-dgv273-seacev3-2025-2388-32-2026-05-31T10:14:18.890651-05:00,2342989,1112490-1687538,CONTRATO N° 29-2025-EPS SEDAM HUANCAYO S.A,"CONTRATACION DE EJECUCION DE OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE TRATAMIENTO DE AGUA POTABLE PARA AREA METROPOLITANA DE LA PROVINCIA DE HUANCAYO (DISTRITOS DE HUANCAYO, TAMBO Y CHILCA)- ADMINISTRACION DE SEDAM HUANCAYO S.A PROVINCIA DE HUANCAYO, DEPARTAMENTO DE JUNIN CON CUI N° 2313512",2025-09-15T00:00:00-05:00,2026-10-15T00:00:00-05:00,395,35715679.49,PEN,Soles,2025-07-10T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1115386,ocds-dgv273-seacev3-1115386-2026-05-30T10:22:59.340225-05:00,2338078,1115386-1677269,CONTRATO N° 30-2025-EPS SEDAM HUANCAYO S.A,"RENOVACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE Y RED DE ALCANTARILLADO; EN EL (LA) JR CUZCO (TRAMO JR. HUANCAYO- JR OROYA), JR. JAUJA (TRAMO CUZCO- CARRETERA CENTRAL) Y PASAJE INDEPENDENCIA DEL SECTOR 4 DE LA TERCERA JUNTA VECINAL DISTRITO DE ORCOTUNA, PROVINCIA DE CONCEPCION, DEPARTAMENTO DE JUNIN",2025-07-25T00:00:00-05:00,2025-09-24T00:00:00-05:00,61,348780.61,PEN,Soles,2025-07-15T00:00:00-05:00,,396719.07999999996,PEN,Soles
ocds-dgv273-seacev3-2025-1050-19,ocds-dgv273-seacev3-2025-1050-19-2026-05-30T10:22:59.306043-05:00,2327150,1113964-10215742356,CONTRATO 036-2025-SGLOGYSG-GAF/MPN,"SERVICIO DE CONSULTORÍA PARA LA SUPERVISIÓN DE OBRA: CONSTRUCCION DE ESCALERA DE ACCESO, MURO DE CONTENCION Y RAMPA; ADQUISICION DE LUMINARIA; EN EL(LA) AA. HH BUENA VISTA Y BUENA FE DISTRITO DE NASCA, PROVINCIA NASCA, DEPARTAMENTO ICA, CON CUI N°2642635",2025-05-26T00:00:00-05:00,2025-08-26T00:00:00-05:00,92,80000.0,PEN,Soles,2025-05-22T00:00:00-05:00,2025-09-10T00:00:00-05:00,,,
ocds-dgv273-seacev3-1109593,ocds-dgv273-seacev3-1109593-2026-05-30T10:22:37.455543-05:00,2337317,1109593-1691024,CONTRATO N° 024-2025-GRA-SRP-G,"CONTRATACION DEL SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISION DE LA OBRA: MEJORAMIENTO Y AMPLIACON DEL SERVICIO DE EDUCACION SECUNDARIA DEL COLEGIO POLITECNICO NACIONAL DEL SANTA, DISTRITO DE CHIMBOTE, PROVINCIA DEL SANTA, DEPARTAMENTO DE ANCASH - CUI 2492603",2025-07-16T00:00:00-05:00,2027-03-07T00:00:00-05:00,599,1524607.74,PEN,Soles,2025-07-15T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1104535,ocds-dgv273-seacev3-1104535-2026-05-30T10:22:26.190905-05:00,2325943,1104535-1668059,015-20215-EPS SEDAM HUANCAYO S.A,"CONTRATACION DE EJECUCION DE SALDO DE OBRA: CONSTRUCCION DE RESERVORIO TORRE TORRE- PERFORACION DE POZO Y CONSTRUCCION ESTACION DE BOMBEO LA MERCED, LINEA DE IMPULSION E INTERCONEXION DE LA LINEA DE CONDUCCION Y ADUCCION- HUANCAYO- JUNIN, COMPONENTES 1) RESERVORIO APOYADO TORRE TORRE V=2000 M3 2) SECTORIZACION Y 3) REDES DE ALCANTARILLADO",2025-05-15T00:00:00-05:00,2025-07-21T00:00:00-05:00,67,456059.65,PEN,Soles,2025-05-15T00:00:00-05:00,,506059.16000000003,PEN,Soles
ocds-dgv273-seacev3-2025-37-306,ocds-dgv273-seacev3-2025-37-306-2026-05-30T10:22:26.146358-05:00,2328167,1110934-10724054272,ORDEN DE COMPRA N°1862-2025,"CONTRATACIÓN DE AGREGADO HORMIGÓN PARA LA OBRA ""MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD DE BELEMPAMPA, DISTRITO DE SANTIAGO, PROVINCIA Y DEPARTAMENTO DEL CUSCO"".",2025-05-29T00:00:00-05:00,2025-06-30T00:00:00-05:00,32,90000.0,PEN,Soles,2025-05-28T00:00:00-05:00,2026-01-05T00:00:00-05:00,,,
ocds-dgv273-seacev3-2025-200360-21,ocds-dgv273-seacev3-2025-200360-21-2026-05-29T10:32:51.681614-05:00,2376653,1106205-1685309,Nº20-2025-I.V.P.AYABACA/G.G.,"CONTRATRACION DEL SERVICIO DE MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: PI-602, TRAMO: EMP. PE-1NL (EL GUINEO) JAHUAY NEGRO LOS PEROLES-EMP. PI-598 (KM 12+360), DISTRITO DE SUYO, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-11-10T00:00:00-05:00,2025-12-07T00:00:00-05:00,27,556200.0,PEN,Soles,2025-07-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1967-8,ocds-dgv273-seacev3-2025-1967-8-2026-05-29T10:32:51.645653-05:00,2332372,1114164-20514606774,014-2025-INDECI,'ADQUISICIÓN DE COMBUSTIBLE PARA LA FLOTA VEHICULAR DE LA SEDE  CENTRAL Y ALMACÉN GENERAL DEL INDECI - ITEM Nº 02: GASOHOL PREMIUM'',2025-06-17T00:00:00-05:00,2026-06-16T00:00:00-05:00,364,62951.0,PEN,Soles,2025-06-12T00:00:00-05:00,,81836.3,PEN,Soles
ocds-dgv273-seacev3-2025-1967-8,ocds-dgv273-seacev3-2025-1967-8-2026-05-29T10:32:51.645653-05:00,2332364,1114164-20565643496,13-2025-INDECI,ADQUISICIÓN DE COMBUSTIBLE PARA LA FLOTA VEHICULAR DE LA SEDE CENTRAL Y ALMACEN GENERAL DEL INDECI - ITEM Nº 01: DIESEL 85 S-50,2025-06-12T00:00:00-05:00,2026-06-11T00:00:00-05:00,364,148784.0,PEN,Soles,2025-06-11T00:00:00-05:00,,193419.2,PEN,Soles
ocds-dgv273-seacev3-2025-200578-17,ocds-dgv273-seacev3-2025-200578-17-2026-05-29T10:32:51.626734-05:00,2342213,1113552-1695924,Contrato de la Unidad de Administracion N 009-2025,"CONTRATACIÓN DE SERVICIO DE CONSULTORIA DE OBRA PARA LA SUPERVISIÓN DE LA OBRA DEL EXPEDIENTE TÉCNICO ""CONSTRUCCIÓN Y EQUIPAMIENTO DEL CENTRO CULTURAL CHACHAPOYAS - REGIÓN AMAZONAS"", CÓDIGO ÚNICO N° 2234031""",2025-08-21T00:00:00-05:00,2026-07-17T00:00:00-05:00,330,1274297.65,PEN,Soles,2025-07-22T00:00:00-05:00,2026-08-06T00:00:00-05:00,1285114.8499999999,PEN,Soles
ocds-dgv273-seacev3-2025-200360-17,ocds-dgv273-seacev3-2025-200360-17-2026-05-29T10:32:41.806529-05:00,2376641,1106198-1685295,Nº019-2025-I.V.P.AYABACA/G.G.,"CONTRATACION DE SERVICIO DE MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: R200249, TRAMO: EMP. PI-665 (TUNAL)-CHANCA-FRONTERA ECUADOR (KM 12+300), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-10-16T00:00:00-05:00,2025-11-12T00:00:00-05:00,27,553500.0,PEN,Soles,2025-07-21T00:00:00-05:00,,,,
ocds-dgv273-seacev3-1100031,ocds-dgv273-seacev3-1100031-2026-05-29T10:32:41.329164-05:00,2335842,1100031-1684468,CONTRATO N° 001-2025-MP-FN-GG-OGINVER,EJECUCIÓN DEL SALDO DE OBRA DEL PROYECTO DE INVERSIÓN: CONSTRUCCIÓN Y EQUIPAMIENTO DE LA SEDE DEL MINISTERIO PUBLICO EN EL DISTRITO JUDICIAL CAÑETE EN EL MARCO DEL NUEVO CÓDIGO PROCESAL PENAL,2025-07-09T00:00:00-05:00,2027-02-26T00:00:00-05:00,597,21605661.22,PEN,Soles,2025-07-08T00:00:00-05:00,,21685608.11,PEN,Soles
ocds-dgv273-seacev3-1120466,ocds-dgv273-seacev3-1120466-2026-05-29T10:32:41.280528-05:00,2376655,1120466-1692038,Nº21-2025-I.V.P/AYABACA.G.G,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: PI-670, TRAMO: EMP. PE-3N (LLANOS DE ARAGOTO)-ARAGOTO CENTRO-NARANJO DE HUARA HUARA DE INDIOS CALVAS DE SAMANGA (KM 27+802), DISTRITO DE AYABACA, PROVINCIA DE AYABACA - DEPARTAMENTO DE PIURA",2025-10-16T00:00:00-05:00,2025-11-12T00:00:00-05:00,27,1251090.0,PEN,Soles,2025-07-22T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-42-52,ocds-dgv273-seacev3-2025-42-52-2026-05-29T10:32:30.591436-05:00,2325999,1105311-20603534370,N°31-2025-GRCO,CONTRATACIÓN DEL SERVICIO DE ALQUILER DE TRES (03) CAMIONETAS A TODO COSTO PARA MOVILIZAR AL PERSONAL DE LA UNIDAD FORMULADORA ¿ SEDE CENTRAL PARA LA FORMULACIÓN Y EVALUACIÓN EN PLANTA DE LOS ESTUDIOS DE PRE INVERSIÓN,2025-05-20T00:00:00-05:00,2026-02-09T00:00:00-05:00,265,375858.0,PEN,Soles,2025-05-19T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-2002-20,ocds-dgv273-seacev3-2025-2002-20-2026-05-29T10:32:30.566910-05:00,2348474,1111801-1701022,CONTRATO N° 000275-2025-INVERMET-OGAF,"CONTRATACIÓN PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO Y EJECUCIÓN DE LA OBRA DEL PROYECTO: ¿CREACION DEL SERVICIO DE MOVILIDAD URBANA DE UN (01) PASO A DESNIVEL ELEVADO (PUENTE VEHICULAR) EN EL EJE VIAL AV. JAVIER PRADO TRAMO: CALLE LAS BEGONIAS ¿ AV. ARENALES, DISTRITO DE LINCE DE LA PROVINCIA DE LIMA DEPARTAMENTO DE LIMA¿ CON CÓDIGO ÚNICO DE INVERSIONES 2689695.",2025-09-09T00:00:00-05:00,2027-04-30T00:00:00-05:00,598,224533398.58,PEN,Soles,2025-09-08T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1194-1,ocds-dgv273-seacev3-2025-1194-1-2026-05-29T10:32:30.551888-05:00,2328174,1109130-20604178704,contrato N°006-2025-MDE,ADQUISCICION DE COMBUSTIBLE DIESEL B8 S50 Y GASOHOL REGULAR PARA ABASTECER LAS UNIDADES VEHICULARES DE LA MUNICIPALIDAD DISTRITAL DE LA ESPERANZA PERIODO 2025,2025-05-15T00:00:00-05:00,2026-05-14T00:00:00-05:00,364,1897877.04,PEN,Soles,2025-05-14T00:00:00-05:00,,2347944.34,PEN,Soles
ocds-dgv273-seacev3-2025-200360-22,ocds-dgv273-seacev3-2025-200360-22-2026-05-29T10:32:30.534198-05:00,2376428,1114001-1681406,N|010-2025-I.V.P.AYABACA/G.G.,"CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA SUPERVISION DEL MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: R200231, TRAMO: EMP. PI-675 (CHIRINOS LAQUE) - SAMANGA- CALVAS DE FLORES (KM 10+505), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-07-31T00:00:00-05:00,2025-09-09T00:00:00-05:00,40,47272.5,PEN,Soles,2025-07-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-44-9,ocds-dgv273-seacev3-2025-44-9-2026-05-29T10:32:30.516469-05:00,2331913,1109246-1682132,CONTRATO N° 024-2025-GRL-GRI,"CONTRATACION DE EJECUCION DE LA OBRA: ""AMPLIACION DE LOS SERVICIOS DE ALCANTARILLADO EN LA CALLE BUENOS AIRES (ENTRE CALLE ESSALUD Y PASAJE SAN VALENTIN) DE CENTRO POBLADO PUNCHANA, DISTRITO DE PUNCHANA DE LA PROVINCIA DE MAYNAS DEL DEPARTAMENTO DE LORETO"", CON CUI N° 2615381",2025-06-17T00:00:00-05:00,2025-09-15T00:00:00-05:00,90,4126191.68,PEN,Soles,2025-06-16T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-15,ocds-dgv273-seacev3-2025-200360-15-2026-05-29T10:32:19.741146-05:00,2376404,1111917-1681398,Nº014-2025-I.V.P.AYABACA/G.G.,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: PI-669, TRAMO: EMP. PE-3N EL ZAPOTE GIGANTE, DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-06-05T00:00:00-05:00,2025-07-02T00:00:00-05:00,27,379935.0,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-23,ocds-dgv273-seacev3-2025-200360-23-2026-05-29T10:32:19.702682-05:00,2376430,1114260-1681959,N|011-2025-I.V.P.AYABACA/G.G.,"CONTRATACION DEL SERVICIO DE CONSULTORIA PARA LA SUPERVISION DEL MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: R200249, TRAMO: EMP. PI-665 (TUNAL)-CHANCA-FRONTERA ECUADOR (KM 12+300), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-07-31T00:00:00-05:00,2025-09-09T00:00:00-05:00,40,55350.0,PEN,Soles,2025-07-01T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1285-5,ocds-dgv273-seacev3-2025-1285-5-2026-05-29T10:32:19.524761-05:00,2328788,1109194-1680147,10-2025-MDJLO/GM,EJECUCION DEL SALDO DE LA OBRA: RECUPERACION DE LA INFRAESTRUCTURA DE LA INSTITUCION EDUCATIVA MATER ADMIRABILIS - DISTRITO DE JOSE LEONARDO ORTIZ - PROVINCIA DE CHICLAYO - DEPARTAMENTO DE LAMBAYEQUE. CON CUI N° 2500472.,2025-05-29T00:00:00-05:00,2026-01-24T00:00:00-05:00,240,12934895.38,PEN,Soles,2025-05-28T00:00:00-05:00,2026-02-08T00:00:00-05:00,,,
ocds-dgv273-seacev3-1123227,ocds-dgv273-seacev3-1123227-2026-05-29T10:32:08.314025-05:00,2335705,1123227-1695344,17-2025,"CONTRATACION DE LA EJECUCION DE LA OBRA : MEJORAMIENTO DEL SERVICIO DE PRACTICA DEPORTIVA Y/O RECREATIVA EN INFRAESTRUCTURA DEPORTIVA EN LOS DISTRITOS DE LA MATANZA, BUENOS AIRES, SALITRAL, SAN JUAN DE BIGOTE, MORROPON, SANTA CATALINA DE MOSSA, SANTO DOMINGO, CHALACO Y EL DISTRITO DE YAMANGO - MORROPON - PIURA CON CUI N° 2660766 - ETAPA I:",2025-07-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,184,36558135.59,PEN,Soles,2025-07-07T00:00:00-05:00,2026-02-10T00:00:00-05:00,39853354.29000001,PEN,Soles
ocds-dgv273-seacev3-2025-200360-11,ocds-dgv273-seacev3-2025-200360-11-2026-05-29T10:32:08.297954-05:00,2376388,1110746-1676736,Nº015-2025-I.V.P.AYABACA/G.G.,"MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: R200231, TRAMO: EMP. PI-675 (CHIRINOS LAQUE) SAMANGA- CALVAS DE FLORES (KM 10+505), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-07-31T00:00:00-05:00,2025-08-27T00:00:00-05:00,27,472725.0,PEN,Soles,2025-06-10T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-18,ocds-dgv273-seacev3-2025-200360-18-2026-05-29T10:32:08.264101-05:00,2376658,1110630-1687307,Nº22-2025-I.V.P.AYABACA/G.G.,"MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: PI-662, TRAMO: EMP. PE-1NT TIERRA COLORADA EMP. PI-661 (AUL), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-07-31T00:00:00-05:00,2025-08-27T00:00:00-05:00,27,503190.0,PEN,Soles,2025-07-22T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-10,ocds-dgv273-seacev3-2025-200360-10-2026-05-29T10:32:08.248238-05:00,2376380,1110698-1676591,Nº016-2025-I.V.P.AYABACA/G.G.,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO PERIODICO DE CAMINO VECINAL NO PAVIMENTADO, RUTA: R200262, TRAMO: EMP.PI-654(HUACHUMA)CHANCA (KM 07+367), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-06-11T00:00:00-05:00,2025-07-08T00:00:00-05:00,27,331515.0,PEN,Soles,2025-06-10T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-13,ocds-dgv273-seacev3-2025-200360-13-2026-05-29T10:31:57.404113-05:00,2376397,1110796-1678275,Nº012-2025-I.V.P.AYABACA/G.G.,"CONTRATACION DEL SERVICIO DE MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: PI697, TRAMO: EMP.PI-695 PUNTA DE CARRETERA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-07-31T00:00:00-05:00,2025-08-27T00:00:00-05:00,27,146700.0,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-12,ocds-dgv273-seacev3-2025-200360-12-2026-05-29T10:31:35.290373-05:00,2376394,1110781-1678228,Nº011-2025-I.V.P.AYABACA/G.G.,"MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: R200260, TRAMO: EMP. PI-655 (ALGARROBAL) FRONTERA ECUADOR (KM 04+204), DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-06-05T00:00:00-05:00,2025-07-02T00:00:00-05:00,27,189180.0,PEN,Soles,2025-06-04T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-200360-19,ocds-dgv273-seacev3-2025-200360-19-2026-05-29T10:31:35.273209-05:00,2376657,1110598-1686599,Nº018-2025-I.V.P.AYABACA/G.G.,"CONTRATRACION DEL SERVICIO DE MANTENIMIENTO PERIODICO DEL CAMINO VECINAL NO PAVIMENTADO, RUTA: PI-665, TRAMO: GICLAS (KM 22+228)- ALGARROBAL PTA. CARRETERA, DISTRITO DE AYABACA, PROVINCIA DE AYABACA DEPARTAMENTO DE PIURA",2025-08-01T00:00:00-05:00,2025-08-28T00:00:00-05:00,27,635040.0,PEN,Soles,2025-07-14T00:00:00-05:00,,,,
ocds-dgv273-seacev3-2025-1886-101,ocds-dgv273-seacev3-2025-1886-101-2026-05-29T10:31:35.237132-05:00,2338950,1110256-1689282,035--2025-UNALM,CONTRATACIÓN DE LA EJECUCIÓN DE OBRA DEL SALDO DE OBRA DEL PROYECTO DE INVERSIÒN: ¿MEJORAMIENTO DE LOS SERVICIOS ADMINISTRATIVOS FACULTAD DE PESQUERÍA DEL DISTRITO DE LA MOLINA ¿ PROVINCIA DE LIMA ¿ DEPARTAMENTO DE LIMA¿ CÒDIGO UNICO 2412950,2025-07-31T00:00:00-05:00,2026-04-27T00:00:00-05:00,270,8758929.48,PEN,Soles,2025-07-03T00:00:00-05:00,2026-06-06T00:00:00-05:00,8763395.06,PEN,Soles
