Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Licitación:Información Protegida,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio
ocds-dgv273-seacev3-1089627,ocds-dgv273-seacev3-1089627-2026-05-31T10:14:37.914337-05:00,compiled,2026-05-31T10:14:37.914324-05:00,ocds-dgv273-seacev3-1089627,2026-05-31T10:14:37.914342-05:00,tender,PE-CONSUCODE-51,GOBIERNO REGIONAL DE TACNA Sede Central,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN PRIMARIA EN LA  I.E. 42020 ALMIRANTE MIGUEL GRAU TACNA DEL DISTRITO DE TACNA - PROVINCIA DE TACNA - DEPARTAMENTO DE TACNA,2546561,1061179.94,PEN,Soles,1089627,AS-SM-84-2024-GOB.REG.TACNA-1,CONTRATACIÓN DEL SERVICIO DE CONSULTORIA DE OBRA  SUPERVISION DE OBRA  MEJORAMIENTO DEL SERVICIO EDUCATIVO DEL NIVEL PRIMARIA DE LA I.E. 42020 ALMIRANTE MIGUEL GRAU EN EL DISTRITO DE TACNA  PROVINCIA DE TACNA  DEPARTAMENTO DE TACNA CUI 2546561,PE-CONSUCODE-51,GOBIERNO REGIONAL DE TACNA Sede Central,2025-01-30T14:36:00-05:00,open,Adjudicación Simplificada,services,services,1061179.94,PEN,Soles,1061179.94,2025-01-30T00:00:00-05:00,2025-01-30T00:00:00-05:00,2025-01-31T00:01:00-05:00,2025-02-03T23:59:00-05:00,3,False,29,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1218163,ocds-dgv273-seacev3-1218163-2026-05-30T10:23:00.133640-05:00,compiled,2026-05-30T10:23:00.133627-05:00,ocds-dgv273-seacev3-1218163,2026-05-30T10:23:00.133645-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,,,,,,1218163,LP-SM-1-2025-ESSALUD/GCL.-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA, MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL II VITARTE DE LA RED ASISTENCIAL ALMENARA-ESSALUD, DISTRITO DE ATE VITARTE, PROVINCIA DE LIMA Y DEPARTAMENTO DE LIMA-CUI N  2255359",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2025-01-13T22:39:00-05:00,open,Licitación Pública,works,works,363750080.34,PEN,Soles,363750080.34,2025-01-13T00:00:00-05:00,2025-01-13T00:00:00-05:00,2025-01-14T00:01:00-05:00,2025-01-27T23:59:00-05:00,13,True,,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200426-2,ocds-dgv273-seacev3-2025-200426-2-2026-05-30T10:21:53.306353-05:00,compiled,2026-05-30T10:21:53.306340-05:00,ocds-dgv273-seacev3-2025-200426-2,2026-05-30T10:21:53.306359-05:00,tender,PE-CONSUCODE-200426,CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,Fondos Públicos,,,324264.0,PEN,Soles,1086698,AS-SM-13-2024-CSJAR/PJ-2,SERVICIO DE MANTENIMIENTO CORRECTIVO Y PREVENTIVO DE ASCENSORES DE LA  CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,PE-CONSUCODE-200426,CORTE SUPERIOR DE JUSTICIA DE AREQUIPA,2025-01-24T16:27:00-05:00,open,Adjudicación Simplificada,services,services,324264.0,PEN,Soles,324264.0,2025-01-24T00:00:00-05:00,2025-01-24T00:00:00-05:00,2025-01-25T00:01:00-05:00,2025-01-28T23:59:00-05:00,3,False,13,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-11-20,ocds-dgv273-seacev3-2025-11-20-2026-05-29T10:32:41.265232-05:00,compiled,2026-05-29T10:32:41.265219-05:00,ocds-dgv273-seacev3-2025-11-20,2026-05-29T10:32:41.265237-05:00,tender,PE-CONSUCODE-11,MINISTERIO DE AGRICULTURA Y RIEGO,Fondos Públicos,,,1580020.89,PEN,Soles,1086085,CP-SM-1-2025-MIDAGRI-1,SERVICIO DE EMISIÓN DE TARJETAS ELECTRÓNICAS Y RECARGAS MENSUALES PARA LOS SERVIDORES DEL MINISTERIO DE DESARROLLO AGRARIO Y RIEGO ¿ MIDAGRI ¿ DECRETO LEGISLATIVO N° 276,PE-CONSUCODE-11,MINISTERIO DE AGRICULTURA Y RIEGO,2025-01-20T19:10:00-05:00,open,Concurso Público,services,services,1580020.89,PEN,Soles,1580020.89,2025-01-20T00:00:00-05:00,2025-01-20T00:00:00-05:00,2025-01-21T00:01:00-05:00,2025-02-03T23:59:00-05:00,13,False,5,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1249-1,ocds-dgv273-seacev3-2025-1249-1-2026-05-29T10:31:47.016649-05:00,compiled,2026-05-29T10:31:47.016637-05:00,ocds-dgv273-seacev3-2025-1249-1,2026-05-29T10:31:47.016655-05:00,tender,PE-CONSUCODE-1249,MUNICIPALIDAD DISTRITAL DE MOLLEPATA - SANTIAGO DE CHUCO,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERIOS DE HUARANA DEL   DISTRITO DE MOLLEPATA DE LA PROVINCIA DE SANTIAGO DE CHUCO DEL DEPARTAMENTO DE LA LIBERTAD,2631825,17768828.0,PEN,Soles,1086693,AS-SM-1-2025-MDM/CS-1,"EJECUCION DE OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERIOS DE HUARANA DEL DISTRITO DE MOLLEPATA DE LA PROVINCIA DE SANTIAGO DE CHUCO DEL DEPARTAMENTO DE LA LIBERTAD, con CUI N° 2631825",PE-CONSUCODE-1249,MUNICIPALIDAD DISTRITAL DE MOLLEPATA - SANTIAGO DE CHUCO,2025-01-23T23:31:00-05:00,open,Adjudicación Simplificada,works,works,4442206.52,PEN,Soles,4442206.52,2025-01-23T00:00:00-05:00,2025-01-23T00:00:00-05:00,2025-01-24T00:01:00-05:00,2025-01-28T23:59:00-05:00,4,False,31,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-278-23,ocds-dgv273-seacev3-2025-278-23-2026-05-28T10:20:19.290546-05:00,compiled,2026-05-28T10:20:19.290534-05:00,ocds-dgv273-seacev3-2025-278-23,2026-05-28T10:20:19.290552-05:00,tender,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,Fondos Públicos,CREACION DEL CAMPO DEPORTIVO EN LA MZ. Q LOTE 1 EN EL A.H. LOS ANGELES DEL DISTRITO DE NUEVO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,2567486,3948950.61,PEN,Soles,1086362,AS-SM-6-2025-MDNCH/CS-1,"CONTRATACIÓN DE EJECUCIÓN DE LA OBRA: CREACION DEL CAMPO DEPORTIVO EN LA MZ. Q LOTE 1 EN EL A.H. LOS ANGELES DEL DISTRITO DE NUEVO CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH, CON C.U.I. N° 2567486",PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2025-01-22T17:55:00-05:00,open,Adjudicación Simplificada,works,works,3920347.96,PEN,Soles,3920347.96,2025-01-22T00:00:00-05:00,2025-01-22T00:00:00-05:00,2025-01-23T00:01:00-05:00,2025-01-27T23:59:00-05:00,4,False,14,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-1903-52,ocds-dgv273-seacev3-2025-1903-52-2026-05-23T10:24:49.833971-05:00,compiled,2026-05-23T10:24:49.833946-05:00,ocds-dgv273-seacev3-2025-1903-52,2026-05-23T10:24:49.833977-05:00,tender,PE-CONSUCODE-1903,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN,Fondos Públicos,,,2382600.0,PEN,Soles,1087617,LP-SM-1-2025-UNHEVAL/CS-1,"ADQUISICIÓN DE TARJETAS ELECTRONICAS DE CONSUMO MENSUAL PARA EL PERSONAL DOCENTE, NO DOCENTE Y PERSONAL CAS DE LA UNIVERSIDAD NACIONAL HERMILIO VALDIZAN.",PE-CONSUCODE-1903,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN,2025-01-31T16:22:00-05:00,open,Licitación Pública,goods,goods,2382600.0,PEN,Soles,2382600.0,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-14T23:59:00-05:00,13,False,5,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1102116,ocds-dgv273-seacev3-1102116-2026-05-23T10:24:39.902015-05:00,compiled,2026-05-23T10:24:39.902002-05:00,ocds-dgv273-seacev3-1102116,2026-05-23T10:24:39.902020-05:00,tender,PE-CONSUCODE-425,MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO,Fondos Públicos,,,251700.0,PEN,Soles,1102116,AS-SM-1-2025-MDJLBYR-1,SUMINISTRO DE LECHE EVAPORADA EN TARRO DE 410 GR PARA EL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO POR 12 MESES PERIODO MARZO DEL 2025 A FEBRERO DEL 2026,PE-CONSUCODE-425,MUNICIPALIDAD DISTRITAL DE JOSE LUIS BUSTAMANTE Y RIVERO,2025-01-27T23:35:00-05:00,open,Adjudicación Simplificada,goods,goods,251700.0,PEN,Soles,251700.0,2025-01-27T00:00:00-05:00,2025-01-27T00:00:00-05:00,2025-01-28T00:01:00-05:00,2025-01-29T23:59:00-05:00,1,False,15,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1086906,ocds-dgv273-seacev3-1086906-2026-05-23T10:24:17.763688-05:00,compiled,2026-05-23T10:24:17.763675-05:00,ocds-dgv273-seacev3-1086906,2026-05-23T10:24:17.763693-05:00,tender,PE-CONSUCODE-2406,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,Fondos Públicos,,,18319806.0,PEN,Soles,1086906,DIRECTA-PROC-1-2025-EO-L-1,CONTRATACIÓN DIRECTA PARA LA ADQUISICIÓN DE PETRÓLEO INDUSTRIAL N° 6 PARA LOS GRUPOS ELECTRÓGENOS DE LA CENTRAL TÉRMICA IQUITOS.,PE-CONSUCODE-2406,EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE,2025-01-27T16:29:00-05:00,direct,Contratación Directa,goods,goods,18319806.0,PEN,Soles,18319806.0,,,,,,False,1,2025-01,añoPublicacionProceso;mesPublicacionProceso
ocds-dgv273-seacev3-1204753,ocds-dgv273-seacev3-1204753-2026-05-22T10:32:53.689583-05:00,compiled,2026-05-22T10:32:53.689571-05:00,ocds-dgv273-seacev3-1204753,2026-05-22T10:32:53.689589-05:00,tender,PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,Fondos Públicos,,,,,,1204753,LP-SM-1-2025-ESSALUD/GCL.-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA, MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL HOSPITAL II VITARTE DE LA RED ASISTENCIAL ALMENARA-ESSALUD, DISTRITO DE ATE VITARTE, PROVINCIA DE LIMA Y DEPARTAMENTO DE LIMA-CUI N  2255359",PE-CONSUCODE-2543,SEGURO SOCIAL DE  SALUD,2025-01-13T22:39:00-05:00,open,Licitación Pública,works,works,363750080.34,PEN,Soles,363750080.34,2025-01-13T00:00:00-05:00,2025-01-13T00:00:00-05:00,2025-01-14T00:01:00-05:00,2025-01-27T23:59:00-05:00,13,True,,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1106974,ocds-dgv273-seacev3-1106974-2026-05-22T10:32:42.208310-05:00,compiled,2026-05-22T10:32:42.208298-05:00,ocds-dgv273-seacev3-1106974,2026-05-22T10:32:42.208316-05:00,tender,PE-CONSUCODE-1029,MUNICIPALIDAD DISTRITAL DE PARCONA,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE URBANO EN A TRAVÉS DE POZO TUBULAR Y RESERVORIO ELEVADO EN LA ZONA SUR   DISTRITO DE PARCONA DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA,2631334,23849027.990000002,PEN,Soles,1106974,LP-SM-1-2025-MDP/CS-1,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA DENOMINADA: "" MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE URBANO EN A TRAVES DE POZO TUBULAR Y RESERVORIO ELEVADO EN LA ZONA SUR DISTRITO DE PARCONA, DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA¿.",PE-CONSUCODE-1029,MUNICIPALIDAD DISTRITAL DE PARCONA,2025-01-29T17:47:00-05:00,open,Licitación Pública,works,works,7949675.99,PEN,Soles,7949675.99,2025-01-29T00:00:00-05:00,2025-01-29T00:00:00-05:00,2025-01-30T00:01:00-05:00,2025-02-12T23:59:00-05:00,13,False,70,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1087398,ocds-dgv273-seacev3-1087398-2026-05-22T10:32:20.488036-05:00,compiled,2026-05-22T10:32:20.488023-05:00,ocds-dgv273-seacev3-1087398,2026-05-22T10:32:20.488041-05:00,tender,PE-CONSUCODE-1158,MUNICIPALIDAD DISTRITAL DE MAZAMARI,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCIÓN EDUCATIVA INTEGRADA JAIME CERRÓN PALOMINO, DISTRITO DE MAZAMARI - SATIPO - JUNIN",2340641,636837.07,PEN,Soles,1087398,AS-SM-1-2025-MDM/CS-1,"CONTRATACIÓN PARA LA SUPERVISIÓN DE LA EJECUCIÓN DE LA OBRA DENOMINADA: MEJORAMIENTO DEL SERVICIO EDUCATIVO DE LA INSTITUCIÓN EDUCATIVA INTEGRADA JAIME CERRON PALOMINO, DISTRITO DE MAZAMARI ¿ SATIPO - JUNÍN, CUI N° 2340641",PE-CONSUCODE-1158,MUNICIPALIDAD DISTRITAL DE MAZAMARI,2025-01-31T17:15:00-05:00,open,Adjudicación Simplificada,services,services,636837.07,PEN,Soles,636837.07,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-04T23:59:00-05:00,3,False,23,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-200039-1,ocds-dgv273-seacev3-2025-200039-1-2026-05-21T10:32:33.411838-05:00,compiled,2026-05-21T10:32:33.411826-05:00,ocds-dgv273-seacev3-2025-200039-1,2026-05-21T10:32:33.411844-05:00,tender,PE-CONSUCODE-200039,GOBIERNO REGIONAL DE ANCASH - SUB REGION PACIFICO,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO DEL CANAL PUENTE ROTO DEL LACRAMARCA BAJA DEL DISTRITO DE CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,2553299,2551084.06,PEN,Soles,1087587,AS-SM-2-2025-GRA/SRP/CS-1,OBRA: MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO DEL CANAL PUENTE ROTO DE LACRAMARCA BAJA DEL DISTRITO DE CHIMBOTE - PROVINCIA DE SANTA - DEPARTAMENTO DE ANCASH,PE-CONSUCODE-200039,GOBIERNO REGIONAL DE ANCASH - SUB REGION PACIFICO,2025-01-31T18:49:00-05:00,open,Adjudicación Simplificada,works,works,2551084.06,PEN,Soles,2551084.06,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-05T23:59:00-05:00,4,False,52,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1087588,ocds-dgv273-seacev3-1087588-2026-05-21T10:32:22.754532-05:00,compiled,2026-05-21T10:32:22.754518-05:00,ocds-dgv273-seacev3-1087588,2026-05-21T10:32:22.754538-05:00,tender,PE-CONSUCODE-200418,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,Fondos Públicos,,,70000.0,PEN,Soles,1087588,DIRECTA-PROC-1-2025-OEC/MIDIS-1,Servicio de defensa legal para el Señor Ministro Julio Javier Demartini Montes del Ministerio de Desarrollo e Inclusión Social aprobado mediante Resolución de Secretaría General N D000008-2025-MIDIS-SG,PE-CONSUCODE-200418,MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,2025-01-31T17:45:00-05:00,direct,Contratación Directa,services,services,70000.0,PEN,Soles,70000.0,,,,,,False,1,2025-01,añoPublicacionProceso;mesPublicacionProceso
ocds-dgv273-seacev3-2024-200013-88,ocds-dgv273-seacev3-2024-200013-88-2026-05-21T10:31:27.997967-05:00,compiled,2026-05-21T10:31:27.997954-05:00,ocds-dgv273-seacev3-2024-200013-88,2026-05-21T10:31:27.997973-05:00,tender,PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,Fondos Públicos,"RECUPERACION DEL SERVICIO DE FORMACIÓN DE PREGRADO EN EDUCACIÓN SUPERIOR UNIVERSITARIA EN ESCUELA PROFESIONAL DE INGENIERÍA CIVIL Y , ESCUELA PROFESIONAL DE ADMINISTRACIÓN EN TURISMO DE LA UNTRM -   DISTRITO DE CHACHAPOYAS DE LA PROVINCIA DE CHACHAPOYAS DEL DEPARTAMENTO DE AMAZONAS",2592660,42375887.68,PEN,Soles,1085362,LP-SM-7-2024-UNTRM/CS-1,"EJECUCIÓN DE LA OBRA EJECUCIÓN DE LA OBRA CONSTRUCCIÓN DE AULAS, ESCALERAS Y SERVICIOS HIGIÉNICOS DE LA E. P. DE INGENIERÍA CIVIL Y DE LA E. P. DE ADMINISTRACIÓN EN TURISMO",PE-CONSUCODE-200013,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS,2025-01-02T08:00:00-05:00,open,Licitación Pública,works,works,21187943.84,PEN,Soles,21187943.84,2025-01-02T00:00:00-05:00,2025-01-02T00:00:00-05:00,2025-01-03T00:01:00-05:00,2025-01-16T23:59:00-05:00,13,False,22,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-178-1,ocds-dgv273-seacev3-2025-178-1-2026-05-20T10:31:33.315011-05:00,compiled,2026-05-20T10:31:33.314989-05:00,ocds-dgv273-seacev3-2025-178-1,2026-05-20T10:31:33.315017-05:00,tender,PE-CONSUCODE-178,MUNICIPALIDAD DISTRITAL DE CAJACAY,Fondos Públicos,"CONSTRUCCION DE COBERTURA; EN EL(LA) I.E. 048 ELVA BARBA TRINIDAD  DISTRITO DE CAJACAY, PROVINCIA BOLOGNESI, DEPARTAMENTO ANCASH",2657270,236209.23,PEN,Soles,1085870,AS-SM-3-2024-MDC/CS-2,"EJECUCION DE LA OBRA: ""CONSTRUCCION DE COBERTURA; EN EL (LA) I.E.I Nº 048 ELVA BARBA TRINIDAD DISTRITO DE CAJACAY, PROVINCIA DE BOLOGNESI, DEPARTAMENTO DE ANCASH"" CON CUI N° 2657270.",PE-CONSUCODE-178,MUNICIPALIDAD DISTRITAL DE CAJACAY,2025-01-14T22:49:00-05:00,open,Adjudicación Simplificada,works,works,236209.23,PEN,Soles,236209.23,2025-01-14T00:00:00-05:00,2025-01-14T00:00:00-05:00,2025-01-15T00:01:00-05:00,2025-01-17T23:59:00-05:00,2,False,17,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-20-17,ocds-dgv273-seacev3-2025-20-17-2026-05-20T10:31:14.079920-05:00,compiled,2026-05-20T10:31:14.079907-05:00,ocds-dgv273-seacev3-2025-20-17,2026-05-20T10:31:14.079926-05:00,tender,PE-CONSUCODE-20,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADMINISTRACIÓN GENERAL,Fondos Públicos,,,3029569.53,PEN,Soles,1087076,CP-SM-2-2025-MIMP-1,SERVICIO DE POLIZA DE ASISTENCIA MEDICO FAMILIAR PARA LOS TRABAJADORES BENEFICIARIOS SUJETOS A LOS REGIMENES LABORALES DE LOS DECRETOS LEGISLATIVOS N 276 Y 728 DEL MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,PE-CONSUCODE-20,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES- ADMINISTRACIÓN GENERAL,2025-01-28T20:14:00-05:00,open,Concurso Público,services,services,3029569.53,PEN,Soles,3029569.53,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,2025-01-29T00:01:00-05:00,2025-02-12T23:59:00-05:00,14,False,4,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1153179,ocds-dgv273-seacev3-1153179-2026-05-17T10:13:00.672652-05:00,compiled,2026-05-17T10:13:00.672639-05:00,ocds-dgv273-seacev3-1153179,2026-05-17T10:13:00.672658-05:00,tender,PE-CONSUCODE-1586,MUNICIPALIDAD DISTRITAL DE CATACAOS,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN JR. ZEPITA   DISTRITO DE CATACAOS DE LA PROVINCIA DE PIURA DEL DEPARTAMENTO DE PIURA,2608423,2164208.08,PEN,Soles,1153179,AS-SM-1-2025-MDC-CS-1,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE MOVILIDAD URBANA EN JR. ZEPITA DISTRITO DE CATACAOS DE LA PROVINCIA DE PIURA DEL DEPARTAMENTO DE PIURA - I ETAPA (CUADRA 1 y 2), CON CUI N° 2608423.",PE-CONSUCODE-1586,MUNICIPALIDAD DISTRITAL DE CATACAOS,2025-01-31T16:49:00-05:00,open,Adjudicación Simplificada,works,works,2164208.08,PEN,Soles,2164208.08,2025-01-31T00:00:00-05:00,2025-01-31T00:00:00-05:00,2025-02-01T00:01:00-05:00,2025-02-05T23:59:00-05:00,4,False,74,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-2025-191147-1,ocds-dgv273-seacev3-2025-191147-1-2026-05-16T10:21:20.536917-05:00,compiled,2026-05-16T10:21:20.536904-05:00,ocds-dgv273-seacev3-2025-191147-1,2026-05-16T10:21:20.536923-05:00,tender,PE-CONSUCODE-204266,SERVICIOS DE SANEAMIENTO TUMBES,Fondos Públicos,,,1482304.08,PEN,Soles,1086896,CP-SM-1-2025-UESST-1,CONTRATACION DE LA PRESTACION DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA LAS DIFERENTES OFICINAS DE LA UNIDAD EJECUTORA 002 SERVICIOS DE SANEAMIENTO TUMBES,PE-CONSUCODE-204266,SERVICIOS DE SANEAMIENTO TUMBES,2025-01-28T21:08:00-05:00,open,Concurso Público,services,services,1482304.08,PEN,Soles,1482304.08,2025-01-28T00:00:00-05:00,2025-01-28T00:00:00-05:00,2025-01-29T00:01:00-05:00,2025-02-11T23:59:00-05:00,13,False,15,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
ocds-dgv273-seacev3-1103863,ocds-dgv273-seacev3-1103863-2026-05-15T10:33:31.566615-05:00,compiled,2026-05-15T10:33:31.566602-05:00,ocds-dgv273-seacev3-1103863,2026-05-15T10:33:31.566621-05:00,tender,PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,Fondos Públicos,"CREACION DE LOS SERVICIOS DE SALUD DEL HOSPITAL PAPA FRANCISCO DE MANCHAY, DISTRITO DE PACHACAMAC - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA",2525722,917586938.05,PEN,Soles,1103863,LP-SM-1-2025-PRONIS-1,"EJECUCIÓN DE LA OBRA CREACIÓN DE LOS SERVICIOS DE SALUD DEL HOSPITAL PAPA DE MANCHAY, DISTRITO DE PACHACAMAC  PROVINCIA DE LIMA  DEPARTAMENTO DE LIMA CUI N 2525722",PE-CONSUCODE-203226,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,2025-01-23T18:51:00-05:00,open,Licitación Pública,works,works,449802053.39,PEN,Soles,449802053.39,2025-01-23T00:00:00-05:00,2025-01-23T00:00:00-05:00,2025-01-24T00:01:00-05:00,2025-02-06T23:59:00-05:00,13,False,33,2025-01,añoInicioConvocatoria;mesInicioConvocatoria
